mergeid,time,consumption_homefood,consumption_outhome,country,educ_year,job,exret,gender,hhsize,int_year,partnerinhh,yrbirth,gender_Female,gender_Male,job_Employed or self-employed (including working for family business),job_Homemaker,job_Permanently sick or disabled,job_Retired,job_Unemployed,country_Austria,country_Belgium,country_Denmark,country_France,country_Germany,country_Greece,country_Israel,country_Italy,country_Spain,country_Sweden,country_Switzerland,country_Austria.1,country_Belgium.1,country_Denmark.1,country_France.1,country_Germany.1,country_Greece.1,country_Israel.1,country_Italy.1,country_Spain.1,country_Sweden.1,country_Switzerland.1
AT-115757-01,2013,1.7086424843059955,0.0,Austria,12.0,Retired,64.0,Male,1,2013.0,0,1949.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-115757-01,2017,1.611562712266506,0.0,Austria,12.0,Retired,64.0,Male,1,2017.0,0,1949.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-119996-01,2004,1.9326447339160653,0.0,Austria,12.0,Employed or self-employed (including working for family business),62.0,Male,2,2004.0,1,1947.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-119996-01,2006,1.89980812774042,50.0,Austria,12.0,Employed or self-employed (including working for family business),62.0,Male,3,2007.0,1,1947.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-127180-01,2004,1.7411295468056076,160.0,Austria,12.0,Employed or self-employed (including working for family business),62.0,Male,2,2004.0,1,1950.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-127180-01,2006,1.8269026656007323,100.0,Austria,12.0,Employed or self-employed (including working for family business),62.0,Male,2,2006.0,1,1950.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-127180-01,2011,1.9172747212614871,150.0,Austria,12.0,Retired,62.0,Male,2,2011.0,1,1950.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-127180-01,2013,1.89980812774042,100.0,Austria,12.0,Retired,62.0,Male,2,2013.0,1,1950.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-127180-01,2015,1.8269026656007323,0.0,Austria,12.0,Retired,62.0,Male,2,2015.0,1,1950.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-132853-01,2004,1.790335880924894,0.0,Austria,4.0,Employed or self-employed (including working for family business),65.0,Male,2,2004.0,1,1946.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-144828-01,2004,1.8269026656007323,70.0,Austria,15.0,Employed or self-employed (including working for family business),60.0,Male,1,2004.0,0,1947.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-144828-01,2006,1.790335880924894,100.0,Austria,15.0,Retired,60.0,Male,1,2007.0,0,1947.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-144828-01,2013,1.790335880924894,400.0,Austria,15.0,Retired,60.0,Male,2,2013.0,1,1947.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-151846-01,2004,1.7086424843059955,50.0,Austria,12.0,Employed or self-employed (including working for family business),62.0,Male,1,2004.0,0,1948.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-151846-01,2006,1.5660066297600124,50.0,Austria,12.0,Employed or self-employed (including working for family business),62.0,Male,1,2007.0,0,1948.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-151846-01,2011,1.6673892921414593,100.0,Austria,12.0,Retired,62.0,Male,1,2011.0,0,1948.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-151846-01,2015,1.611562712266506,100.0,Austria,12.0,Retired,62.0,Male,1,2015.0,0,1948.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-151846-01,2017,1.6673892921414593,100.0,Austria,12.0,Retired,62.0,Male,1,2017.0,0,1948.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-170349-01,2004,1.6673892921414593,50.0,Austria,15.0,Employed or self-employed (including working for family business),60.0,Female,3,2004.0,0,1948.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-170349-01,2006,1.7086424843059955,0.0,Austria,15.0,Employed or self-employed (including working for family business),60.0,Female,2,2007.0,0,1948.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-170349-01,2011,1.6673892921414593,30.0,Austria,15.0,Retired,60.0,Female,2,2011.0,0,1948.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-170349-01,2013,1.6673892921414593,70.0,Austria,15.0,Retired,60.0,Female,1,2013.0,0,1948.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-172234-01,2004,1.9326447339160653,20.0,Austria,15.0,Employed or self-employed (including working for family business),63.0,Male,2,2004.0,1,1949.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-172234-01,2011,1.8269026656007323,100.0,Austria,15.0,Retired,63.0,Male,2,2011.0,1,1949.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-175220-01,2004,1.8269026656007323,400.0,Austria,17.0,Employed or self-employed (including working for family business),63.0,Male,2,2004.0,1,1944.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-177589-01,2004,1.7411295468056076,50.0,Austria,12.0,Employed or self-employed (including working for family business),61.0,Male,3,2004.0,1,1949.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-177589-01,2006,1.6673892921414593,25.0,Austria,12.0,Employed or self-employed (including working for family business),61.0,Male,4,2007.0,1,1949.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-177589-01,2011,1.7411295468056076,50.0,Austria,12.0,Retired,61.0,Male,3,2011.0,1,1949.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-177589-01,2015,1.790335880924894,200.0,Austria,12.0,Retired,61.0,Male,2,2015.0,1,1949.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-197284-01,2004,1.6673892921414593,150.0,Austria,15.0,Employed or self-employed (including working for family business),60.0,Male,2,2004.0,1,1947.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-197284-01,2006,1.8558181338804391,50.0,Austria,15.0,Employed or self-employed (including working for family business),60.0,Male,2,2007.0,1,1947.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-197284-01,2011,1.790335880924894,50.0,Austria,15.0,Retired,60.0,Male,2,2011.0,1,1947.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-197284-01,2013,1.7086424843059955,0.0,Austria,15.0,Retired,60.0,Male,2,2013.0,1,1947.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-197284-01,2015,1.790335880924894,0.0,Austria,15.0,Retired,60.0,Male,2,2015.0,1,1947.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-197284-01,2017,1.790335880924894,100.0,Austria,15.0,Retired,60.0,Male,2,2017.0,1,1947.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-210709-01,2004,1.8682531732300711,0.0,Austria,4.0,Employed or self-employed (including working for family business),55.0,Male,4,2004.0,1,1950.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-210709-01,2013,1.8558181338804391,40.0,Austria,4.0,Retired,55.0,Male,3,2013.0,1,1950.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-210709-01,2017,1.790335880924894,70.0,Austria,4.0,Retired,55.0,Male,2,2017.0,1,1950.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-212936-01,2004,1.8269026656007323,150.0,Austria,17.0,Employed or self-employed (including working for family business),65.0,Male,3,2004.0,1,1944.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-212936-01,2006,1.8558181338804391,150.0,Austria,17.0,Employed or self-employed (including working for family business),65.0,Male,2,2007.0,1,1944.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-212936-01,2013,1.8558181338804391,200.0,Austria,17.0,Retired,65.0,Male,2,2013.0,1,1944.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-212936-01,2015,1.8269026656007323,200.0,Austria,17.0,Retired,65.0,Male,2,2015.0,1,1944.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-212936-01,2017,1.790335880924894,200.0,Austria,17.0,Retired,65.0,Male,2,2017.0,1,1944.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-214457-01,2004,1.7411295468056076,250.0,Austria,17.0,Employed or self-employed (including working for family business),65.0,Male,1,2004.0,0,1948.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-214457-01,2006,1.7411295468056076,550.0,Austria,17.0,Employed or self-employed (including working for family business),65.0,Male,1,2006.0,0,1948.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-214457-01,2011,1.8269026656007323,200.0,Austria,17.0,Employed or self-employed (including working for family business),65.0,Male,1,2011.0,0,1948.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-214457-01,2013,1.7411295468056076,500.0,Austria,17.0,Retired,65.0,Male,1,2013.0,0,1948.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-214457-01,2015,1.790335880924894,350.0,Austria,17.0,Retired,65.0,Male,1,2015.0,0,1948.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-214457-01,2017,1.790335880924894,150.0,Austria,17.0,Retired,65.0,Male,1,2017.0,0,1948.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-248289-01,2004,1.790335880924894,70.0,Austria,12.0,Employed or self-employed (including working for family business),60.0,Female,3,2004.0,0,1945.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-248289-01,2006,1.7411295468056076,50.0,Austria,12.0,Retired,60.0,Female,1,2006.0,0,1945.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-293993-01,2004,1.790335880924894,150.0,Austria,8.0,Employed or self-employed (including working for family business),65.0,Male,3,2004.0,0,1948.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-293993-01,2013,1.6673892921414593,330.0,Austria,8.0,Retired,65.0,Male,2,2013.0,0,1948.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-293993-01,2015,1.8558181338804391,300.0,Austria,8.0,Retired,65.0,Male,2,2015.0,0,1948.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-293993-01,2017,1.6673892921414593,200.0,Austria,8.0,Retired,65.0,Male,3,2017.0,0,1948.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-299698-01,2004,1.8558181338804391,100.0,Austria,12.0,Employed or self-employed (including working for family business),61.0,Male,5,2004.0,1,1949.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-299698-01,2006,1.790335880924894,200.0,Austria,12.0,Employed or self-employed (including working for family business),61.0,Male,2,2007.0,1,1949.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-299698-01,2013,1.790335880924894,100.0,Austria,12.0,Retired,61.0,Male,2,2013.0,1,1949.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-300769-01,2004,1.8558181338804391,150.0,Austria,12.0,Employed or self-employed (including working for family business),60.0,Male,5,2004.0,1,1949.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-350027-01,2004,1.7411295468056076,0.0,Austria,4.0,Employed or self-employed (including working for family business),60.0,Female,1,2004.0,0,1949.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-356107-01,2004,1.7411295468056076,0.0,Austria,15.0,Employed or self-employed (including working for family business),65.0,Male,1,2004.0,0,1947.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-356107-01,2006,1.6673892921414593,100.0,Austria,15.0,Employed or self-employed (including working for family business),65.0,Male,2,2006.0,1,1947.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-356107-01,2015,1.7411295468056076,200.0,Austria,15.0,Retired,65.0,Male,2,2015.0,0,1947.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-356107-01,2017,1.7411295468056076,50.0,Austria,15.0,Retired,65.0,Male,3,2017.0,1,1947.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-377928-01,2004,1.8796299726944552,150.0,Austria,14.0,Employed or self-employed (including working for family business),65.0,Male,4,2004.0,1,1946.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-387071-01,2004,1.8269026656007323,30.0,Austria,15.0,Employed or self-employed (including working for family business),60.0,Male,2,2004.0,1,1949.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-387071-01,2006,1.8098036203900951,40.0,Austria,15.0,Retired,60.0,Male,2,2007.0,1,1949.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-387071-01,2011,1.8098036203900951,600.0,Austria,15.0,Retired,60.0,Male,2,2011.0,1,1949.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-387071-01,2013,1.8098036203900951,400.0,Austria,15.0,Retired,60.0,Male,2,2013.0,1,1949.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-387071-01,2015,1.8098036203900951,50.0,Austria,15.0,Retired,60.0,Male,2,2015.0,1,1949.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-387071-01,2017,1.7086424843059955,100.0,Austria,15.0,Retired,60.0,Male,2,2017.0,1,1949.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-387966-01,2004,1.8796299726944552,0.0,Austria,12.0,Employed or self-employed (including working for family business),58.0,Female,5,2004.0,1,1948.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-387966-01,2006,1.8558181338804391,100.0,Austria,12.0,Retired,58.0,Female,5,2007.0,1,1948.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-387966-01,2011,1.790335880924894,0.0,Austria,12.0,Retired,58.0,Female,3,2011.0,1,1948.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-387966-01,2013,1.7411295468056076,0.0,Austria,12.0,Homemaker,58.0,Female,2,2013.0,1,1948.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-387966-01,2015,1.8796299726944552,50.0,Austria,12.0,Retired,58.0,Female,2,2015.0,1,1948.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-387966-01,2017,1.9326447339160653,0.0,Austria,12.0,Retired,58.0,Female,2,2017.0,1,1948.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-394032-01,2004,1.89980812774042,10.0,Austria,16.0,Employed or self-employed (including working for family business),60.0,Male,2,2004.0,1,1947.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-394032-01,2011,1.790335880924894,60.0,Austria,16.0,Retired,60.0,Male,3,2011.0,1,1947.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-394032-01,2013,1.790335880924894,150.0,Austria,16.0,Retired,60.0,Male,4,2013.0,1,1947.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-394032-01,2015,1.7086424843059955,100.0,Austria,16.0,Retired,60.0,Male,3,2015.0,1,1947.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-401952-01,2004,1.5271796258079011,200.0,Austria,11.0,Employed or self-employed (including working for family business),70.0,Female,1,2004.0,0,1944.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-450136-01,2004,1.8558181338804391,0.0,Austria,4.0,Employed or self-employed (including working for family business),71.0,Female,1,2004.0,0,1935.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-450136-01,2006,1.4096066464289525,0.0,Austria,4.0,Retired,71.0,Female,1,2007.0,0,1935.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-450136-01,2011,1.8558181338804391,0.0,Austria,4.0,Retired,71.0,Female,1,2011.0,0,1935.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-450136-01,2013,1.6673892921414593,20.0,Austria,4.0,Retired,71.0,Female,1,2013.0,0,1935.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-450136-01,2015,1.611562712266506,10.0,Austria,4.0,Retired,71.0,Female,1,2015.0,0,1935.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-450136-01,2017,1.5660066297600124,10.0,Austria,4.0,Retired,71.0,Female,1,2017.0,0,1935.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-451603-01,2004,1.7725943240434965,70.0,Austria,11.0,Employed or self-employed (including working for family business),62.0,Male,3,2004.0,1,1946.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AT-451603-01,2006,1.8269026656007323,100.0,Austria,11.0,Employed or self-employed (including working for family business),62.0,Male,2,2007.0,1,1946.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
